Rank,Coin Name,Symbol, Price ,1h,24h,7d,30d, 24h Volume ,Circulating Supply,Total Supply, Market Cap 
1328,Bullieverse,BULL,0.01,-6.50%,26.40%,116.10%,706.80%,"$885,437.00 ","685,523,021",1 Billion,"$4,788,052.00 "
1329,LuaSwap,LUA,0.02,0.30%,0.30%,1.60%,19.00%,"$4,337.00 ","213,836,921",274 Million,"$4,753,704.00 "
1330,Gains,GAINS,0.09,-0.30%,-13.30%,14.70%,51.00%,"$40,630.00 ","50,881,438",100 Million,"$4,762,724.00 "
1331,Retreeb,TREEB,0.01,-0.10%,-2.10%,-8.20%,82.20%,"$1,047.00 ","627,371,287",1 Billion,"$4,757,867.00 "
1332,Gridcoin,GRC,0.01,0.20%,-3.90%,0.80%,1.90%,$790.00 ,"458,310,060",∞,"$4,746,583.00 "
1333,Dypius [OLD],DYP,0.21,1.30%,-5.50%,-4.50%,164.70%,"$189,450.00 ","22,712,296",25 Million,"$4,708,663.00 "
1334,MagicCraft,MCRT, $-   ,0.80%,-6.30%,-14.70%,19.10%,"$307,685.00 ","3,535,168,825",6.2 Billion,"$4,693,317.00 "
1335,OpenOcean,OOE,0.01,-0.30%,-9.60%,-13.50%,-5.40%,"$521,200.00 ","504,525,932",1 Billion,"$4,684,861.00 "
1336,Polkaswap,PSWAP, $-   ,2.40%,-5.30%,21.70%,71.10%,"$12,464.00 ","3,577,777,414",10 Billion,"$4,682,998.00 "
1337,Timeless,LIT,0.02,-0.10%,0.40%,2.00%,18.50%,"$2,777.00 ","200,605,574",594 Million,"$4,679,897.00 "
1338,Sonne Finance,SONNE,0.07,0.60%,-1.00%,-14.50%,7.50%,"$177,842.00 ","63,919,484",100 Million,"$4,660,200.00 "
1339,Chihuahua Chain,HUAHUA, $-   ,0.40%,-4.60%,-24.10%,143.90%,"$82,443.00 ","95,134,631,039",104 Billion,"$4,639,107.00 "
1340,Toucan Protocol: Base Carbon Tonne,BCT,0.25,-0.10%,0.90%,-10.70%,-2.80%,$28.86 ,"18,544,033",18.5 Million,"$4,636,518.00 "
1341,Credefi,CREDI,0.01,-3.20%,26.50%,136.40%,296.30%,"$268,461.00 ","598,573,880",949 Million,"$4,623,813.00 "
1342,DFX Finance,DFX,0.11,5.40%,5.00%,-15.60%,148.00%,"$8,760,875.00 ","43,581,877",100 Million,"$4,623,563.00 "
1343,Ignis,IGNIS,0.01,2.30%,-7.40%,-6.90%,-6.40%,"$10,695.00 ","761,143,950",1 Billion,"$4,608,455.00 "
1344,Ethos Reserve Note,ERN,0.99,0.20%,-0.40%,0.30%,-3.40%,"$169,326.00 ","4,646,700",4.65 Million,"$4,603,335.00 "
1345,Umbrella Network,UMB,0.01,-0.20%,-11.10%,-10.60%,87.90%,"$157,499.00 ","365,614,566",369 Million,"$4,600,243.00 "
1346,Torum,XTM,0.02,-0.50%,-8.80%,10.20%,21.70%,"$144,382.00 ","193,578,020",798 Million,"$4,592,632.00 "
1347,Exeedme,XED,0.05,0.90%,4.40%,1.80%,40.60%,"$74,816.00 ","90,000,000",100 Million,"$4,586,474.00 "
1348,DEUS Finance,DEUS,32.16,0.20%,-7.60%,9.30%,36.50%,"$195,895.00 ","142,357",302 Thousand,"$4,578,738.00 "
1349,Quadrant Protocol,EQUAD,0.01,-0.10%,-6.10%,-11.20%,-1.90%,"$14,101.00 ","543,182,923",1 Billion,"$4,565,255.00 "
1350,Reunit Wallet,REUNI,1.94,3.60%,7.80%,69.30%,110.50%,"$131,903.00 ","2,343,566",10 Million,"$4,556,690.00 "
1351,Nolus,NLS,0.03,0.40%,5.20%,11.10%,4.70%,"$58,320.00 ","134,043,678",870 Million,"$4,538,317.00 "
1352,Darwinia Network,RING, $-   ,-0.10%,5.50%,8.20%,34.20%,"$2,838,099.00 ","1,724,688,220",2.34 Billion,"$4,539,734.00 "
1353,VICUNA,VINA,0.04,-,-,-,-, - ,"132,750,000",225 Million,"$4,653,822.00 "
1354,Blockchain Brawlers,BRWL, $-   ,0.10%,-0.80%,-4.60%,-3.00%,"$205,755.00 ","1,000,000,000",1 Billion,"$4,522,810.00 "
1355,BountyMarketCap,BMC,0.05,0.60%,1.70%,0.90%,21.30%,"$10,024.00 ","100,000,000",100 Million,"$4,522,079.00 "
1356,ADAPad,ADAPAD,0.01,0.40%,-7.90%,-6.80%,61.60%,"$27,552.00 ","374,827,642",375 Million,"$4,511,329.00 "
1357,Waltonchain,WTC,0.15,0.30%,-5.60%,-6.30%,2.50%,"$1,044,646.00 ","29,182,765",70 Million,"$4,498,550.00 "
1358,PolyDoge,POLYDOGE, $-   ,1.40%,6.50%,-0.90%,-18.80%,"$114,959.00 ","853,848,329,240,710",1 Quadrillion,"$4,469,889.00 "
1359,SaitaRealty,SRLTY, $-   ,0.00%,8.10%,-5.90%,-20.70%,"$102,930.00 ","31,866,105,035",64.3 Billion,"$4,433,897.00 "
1360,SUKU,SUKU,0.04,0.40%,-5.60%,-14.90%,-6.40%,"$716,535.00 ","119,149,903",1.5 Billion,"$4,414,271.00 "
1361,MINATIVERSE,MNTC,0.70,2.90%,-5.40%,-13.70%,-59.50%,"$100,471.00 ","6,275,000",11.2 Million,"$4,386,199.00 "
1362,SpaceChain (ERC-20),SPC,0.01,3.20%,-11.00%,-23.20%,-10.00%,"$23,544.00 ","406,294,239",607 Million,"$4,383,833.00 "
1363,Moonsama,SAMA,0.01,-1.90%,-8.70%,-1.40%,87.30%,"$115,823.00 ","364,408,204",1 Billion,"$4,378,800.00 "
1364,Decubate,DCB,0.02,0.80%,4.00%,44.30%,81.40%,"$147,413.00 ","274,065,804",1 Billion,"$4,351,861.00 "
1365,Chain Games,CHAIN,0.02,-0.10%,-0.50%,-6.90%,121.50%,"$61,182.00 ","283,442,096",493 Million,"$4,350,293.00 "
1366,Unmarshal,MARSH,0.09,0.00%,-1.40%,-2.50%,38.50%,"$367,385.00 ","50,945,833",100 Million,"$4,347,659.00 "
1367,BYTZ,BYTZ, $-   ,-,-,-,-, - ,"8,903,636,297",13.8 Billion,"$4,543,646.00 "
1368,SunContract,SNC,0.04,0.40%,-2.50%,-4.30%,-2.10%,"$261,245.00 ","122,707,503",123 Million,"$4,316,908.00 "
1369,XIDR,XIDR, $-   ,-0.10%,-0.80%,-0.80%,1.60%,"$211,862.00 ","67,231,533,933",69.1 Billion,"$4,297,357.00 "
1370,Civilization,CIV,0.01,0.20%,1.10%,-3.00%,-6.50%,"$1,223.00 ","291,669,428",300 Million,"$4,261,837.00 "
1371,WickedBet Casino,WIK,0.08,7.60%,-1.80%,-8.90%,176.20%,"$61,942.00 ","55,070,312",72.3 Million,"$4,253,951.00 "
1372,PathDAO,PATH,0.01,-0.10%,21.50%,67.90%,108.40%,"$44,655.00 ","420,853,699",1 Billion,"$4,243,620.00 "
1373,Lovely Inu finance,LOVELY, $-   ,1.70%,1.40%,-6.90%,-3.00%,"$1,055,834.00 ","69,746,675,281,042",75 Trillion,"$4,234,059.00 "
1374,Samsunspor Fan Token,SAM,1.43,-2.20%,-6.50%,-20.40%,-1.70%,"$17,523.00 ","2,937,490",5.5 Million,"$4,220,556.00 "
1375,Oduwa Coin,OWC,0.28,-,-,-,-, - ,"15,123,718",21 Million,"$4,206,911.00 "
1376,VelasPad,VLXPAD,0.01,-0.10%,-10.50%,-1.30%,90.60%,"$40,426.00 ","434,753,050",435 Million,"$4,203,670.00 "
1377,Energi,NRG,0.06,0.80%,-2.40%,4.10%,13.10%,"$111,744.00 ","70,493,143",-,"$4,203,200.00 "
1378,dotmoovs,MOOV, $-   ,-0.80%,-2.50%,-3.90%,35.60%,"$270,706.00 ","1,000,000,000",1 Billion,"$4,193,829.00 "
1379,Parrot USD,PAI,1.00,0.10%,-2.90%,0.00%,0.10%,$29.98 ,"4,195,881",17.2 Million,"$4,191,640.00 "
1380,Blocto,BLT,0.02,-0.20%,-0.90%,-2.70%,42.50%,"$42,023.00 ","235,280,094",361 Million,"$4,184,206.00 "
1381,ZBIT (Ordinals),ZBIT,0.27,-,-,-,-, - ,"21,000,000",21 Million,"$5,734,313.00 "
1382,LocalCoinSwap,LCS,0.11,-,-,-,-, - ,"38,252,071",72.7 Million,"$4,144,800.00 "
1383,InsurAce,INSUR,0.06,-2.60%,12.00%,35.10%,57.60%,"$340,456.00 ","65,144,599",100 Million,"$4,120,304.00 "
1384,Monavale,MONA,395.18,0.00%,-2.20%,-1.10%,23.80%,"$67,188.00 ","10,428",11.3 Thousand,"$4,112,962.00 "
1385,SmartMesh,SMT, $-   ,-0.10%,-2.80%,-2.10%,146.90%,"$139,420.00 ","1,665,044,106",3.14 Billion,"$4,100,472.00 "
1386,ZoidPay,ZPAY,0.01,0.20%,-0.30%,1.30%,2.40%,"$108,005.00 ","392,000,000",700 Million,"$4,097,988.00 "
1387,Minto,BTCMT,0.73,0.30%,-1.70%,1.30%,26.00%,"$62,707.00 ","5,585,109",7.8 Million,"$4,068,275.00 "
1388,AngelBlock,THOL,0.03,0.40%,1.10%,4.00%,90.80%,"$48,668.00 ","117,671,731",400 Million,"$4,065,590.00 "
1389,Sanin Inu,SANI, $-   ,0.30%,2.40%,-12.90%,8.80%,"$7,307.00 ","883,242,130,297",883 Billion,"$4,058,365.00 "
1390,Jim,JIM, $-   ,-1.60%,0.70%,-8.30%,-6.40%,"$23,763.00 ","248,755,411,460",359 Billion,"$4,056,488.00 "
1391,MEME (Ordinals),MEME,40.51,-0.40%,-0.60%,6.10%,195.60%,"$1,679,422.00 ","99,999",100 Thousand,"$4,056,479.00 "
1392,Djed,DJED,1.01,-0.80%,1.30%,2.40%,-0.30%,"$166,510.00 ","4,019,107",1 Trillion,"$4,054,771.00 "
1393,Arbitrove Governance Token,TROVE,0.01,0.30%,2.70%,-1.00%,10.30%,"$169,281.00 ","300,000,000",1 Billion,"$4,050,468.00 "
1394,Level,LVL,0.46,-5.10%,-13.60%,-11.40%,11.60%,"$239,231.00 ","8,831,263",48 Million,"$4,046,750.00 "
1395,Enreach,NRCH,1.82,0.40%,10.90%,-11.50%,48.10%,"$4,422.00 ","2,218,050",10 Million,"$4,041,114.00 "
1396,DeHub,DHB, $-   ,1.90%,-7.50%,11.80%,9.80%,"$40,737.00 ","3,283,758,508",8 Billion,"$4,035,898.00 "
1397,Doc.com,MTC,0.01,-,-,-,-, - ,"776,430,454",1 Billion,"$4,070,308.00 "
1398,PAWSWAP,PAW, $-   ,0.00%,0.00%,-9.40%,-12.70%,"$416,511.00 ","423,535,886,224,598",1 Quadrillion,"$4,013,781.00 "
1399,Thought,THT,0.01,-0.70%,42.30%,140.60%,180.70%,"$32,791.00 ","435,853,607",1.39 Billion,"$4,009,139.00 "
1400,Openfabric AI,OFN,0.14,-1.80%,7.70%,8.30%,,"$701,848.00 ","28,970,000",500 Million,"$4,007,045.00 "
1401,Humanode,HMND,0.12,-2.20%,9.10%,238.60%,204.50%,"$933,639.00 ","33,785,409",400 Million,"$3,998,737.00 "
1402,Raptoreum,RTM, $-   ,-0.40%,-9.20%,14.70%,28.10%,"$24,460.00 ","3,515,224,040",21 Billion,"$3,992,133.00 "
1403,LIF3 LSHARE (OLD),LSHARE,143.03,4.90%,-6.80%,6.20%,64.70%,"$50,585.00 ","27,741",70 Thousand,"$3,967,706.00 "
1404,Utility Web3Shot,UW3S,0.16,-1.10%,-12.90%,-11.20%,4.00%,"$223,962.00 ","24,700,600",10 Billion,"$3,957,092.00 "
1405,Lithium Finance,LITH, $-   ,-2.60%,4.90%,45.60%,150.90%,"$2,735,850.00 ","5,512,136,572",10 Billion,"$3,951,835.00 "
1406,Vai,VAI,1.00,0.00%,-0.60%,0.20%,-0.10%,"$65,872.00 ","3,946,554",3.95 Million,"$3,944,003.00 "
1407,Plian,PI, $-   ,-0.40%,18.60%,49.70%,53.70%,"$40,831.00 ","996,130,365",1.56 Billion,"$3,918,937.00 "
1408,Refund,RFD, $-   ,0.20%,-1.70%,-6.60%,4.90%,"$1,915,610.00 ","1,000,000,000,000",1 Trillion,"$3,911,388.00 "
1409,GamerCoin,GHX,0.01,1.30%,-4.30%,-4.60%,5.30%,"$135,898.00 ","622,866,240",808 Million,"$3,906,742.00 "
1410,PEPE (Ordinals),PEPE,0.09,-3.40%,8.30%,-4.10%,428.90%,"$298,163.00 ","42,069,000",42.1 Million,"$3,900,252.00 "
1411,Luxurious Pro Network,LPNT,0.07,-0.20%,2.90%,2.60%,-18.70%,"$2,297.00 ","58,200,000",80 Million,"$3,883,313.00 "
1412,Cyberpunk City,CYBER,0.12,0.40%,-2.70%,-14.60%,37.00%,"$3,986.00 ","31,402,992",94.2 Million,"$3,875,940.00 "
1413,Giddy,GDDY, $-   ,0.30%,-1.80%,-17.70%,-19.10%,"$29,433.00 ","1,000,000,000",1 Billion,"$3,857,889.00 "
1414,DexCheck,DCK,0.02,0.20%,-1.90%,8.90%,1.60%,"$913,515.00 ","181,417,630",980 Million,"$3,857,332.00 "
1415,Carbon Credit,CCT,0.21,0.30%,0.70%,-1.50%,-16.80%,"$49,515.00 ","18,550,010",600 Million,"$3,833,983.00 "
1416,Santiment Network,SAN,0.06,-,-,-,-, - ,"64,048,080",83.3 Million,"$3,782,695.00 "
1417,Ape Finance,APEFI, $-   ,-0.10%,-4.70%,27.60%,107.30%,"$2,439.00 ","1,671,982,831",8.25 Billion,"$3,831,843.00 "
1418,Fluid,FLUID,0.48,-0.70%,-16.30%,-6.10%,77.00%,"$82,143.00 ","8,000,000",10 Million,"$3,823,808.00 "
1419,BlackDragon,BDT,2.27,0.00%,-0.10%,-11.80%,46.80%,$621.00 ,"1,687,000",2 Million,"$3,822,435.00 "
1420,f(x) Protocol,FXN,86.79,0.20%,9.80%,18.50%,452.60%,"$461,920.00 ","44,046",1.02 Million,"$3,818,733.00 "
1421,WeSendit,WSI,0.04,1.10%,-14.10%,-9.10%,246.90%,"$879,484.00 ","105,070,200",1.49 Billion,"$3,815,872.00 "
1422,Neos Credits,NCR,0.09,-,-,-,-, - ,"40,661,612",50 Million,"$3,704,034.00 "
1423,Metronome,MET,0.89,1.40%,2.50%,2.60%,11.00%,"$29,809.00 ","4,256,219",14.4 Million,"$3,802,779.00 "
1424,OSHI,OSHI,283.71,-0.20%,1.90%,13.60%,49.00%,"$96,573.00 ","13,337",13.3 Thousand,"$3,778,525.00 "
1425,Oxygen,OXY,0.02,0.00%,-0.90%,-3.10%,44.80%,"$132,744.00 ","202,361,469",10 Billion,"$3,770,652.00 "
1426,Ambire Wallet,WALLET,0.01,-0.10%,4.90%,7.50%,32.50%,"$126,485.00 ","507,877,800",508 Million,"$3,769,943.00 "
1427,MARS4,MARS4, $-   ,1.30%,0.40%,-16.60%,29.80%,"$129,321.00 ","4,000,000,000",4 Billion,"$3,758,969.00 "
1428,Nelore Coin,NLC,0.01,-2.10%,-6.60%,-13.20%,0.80%,"$20,867.00 ","367,873,516",373 Million,"$3,739,800.00 "
1429,MintMe.com Coin,MINTME,0.01,0.00%,5.00%,-8.50%,32.00%,"$111,755.00 ","539,989,129",540 Million,"$3,736,221.00 "
1430,Affyn,FYN,0.01,0.80%,-5.80%,-13.10%,-39.80%,"$476,103.00 ","351,337,053",1 Billion,"$3,730,694.00 "
1431,Interlay,INTR,0.02,-0.20%,-5.80%,2.20%,163.10%,"$109,323.00 ","158,339,006",1 Billion,"$3,720,621.00 "
1432,BOB Token,BOB, $-   ,0.50%,-1.80%,0.70%,8.50%,"$848,126.00 ","690,000,000,000",690 Billion,"$3,719,904.00 "
1433,Robonomics Network,XRT,2.22,-1.00%,-2.90%,-14.20%,25.70%,"$21,066.00 ","1,673,347",9.28 Million,"$3,713,501.00 "
1434,TON Community,TON,0.01,-0.40%,-2.30%,-8.10%,24.20%,"$25,276.00 ","268,121,355",400 Million,"$3,698,066.00 "
1435,Vesper Finance,VSP,0.43,0.30%,3.00%,-1.20%,10.80%,"$62,898.00 ","8,514,578",10 Million,"$3,697,245.00 "
1436,On-Chain Dynamics,OCD,0.01,-1.20%,0.60%,-25.70%,-29.10%,"$34,847.00 ","406,782,000",1 Billion,"$3,694,580.00 "
1437,Calamari Network,KMA, $-   ,1.50%,1.60%,17.00%,62.20%,"$183,308.00 ","4,002,185,472",10 Billion,"$3,671,409.00 "
1438,Thena,THE,0.14,0.20%,2.40%,6.70%,88.00%,"$599,728.00 ","25,578,198",145 Million,"$3,655,291.00 "
1439,ShibaDoge,SHIBDOGE, $-   ,-0.30%,1.10%,-0.80%,26.30%,"$2,166.00 ","102,714,544,921,520,000,000,000",188000000 Quadrillion,"$3,647,427.00 "
1440,Crypterium,CRPT,0.04,1.20%,-2.70%,5.30%,-4.20%,"$589,853.00 ","84,971,024",95.1 Million,"$3,626,341.00 "
1441,Champignons of Arborethia,CHAMPZ, $-   ,-0.80%,99.00%,98.40%,192.50%,"$269,525.00 ","941,338,367",1 Billion,"$3,625,038.00 "
1442,Decentralized ETF,DETF,0.04,3.30%,6.50%,401.10%,486.00%,"$28,286.00 ","100,000,000",100 Million,"$3,615,012.00 "
1443,Silk,SILK,1.05,0.30%,1.70%,-0.30%,1.50%,"$43,324,063.00 ","3,432,625",3.43 Million,"$3,612,472.00 "
1444,FloorDAO,FLOOR,3.62,,2.60%,-4.10%,-10.10%,$227.00 ,"994,994",1.08 Million,"$3,602,604.00 "
1445,PointPay,PXP,0.01,-0.30%,-0.70%,-10.40%,5.70%,"$138,830.00 ","449,998,093",850 Million,"$3,601,403.00 "
1446,HarryPotterObamaPacMan8Inu,XRP,0.04,-2.20%,-6.00%,-9.50%,-44.50%,"$234,223.00 ","84,470,217",84.5 Million,"$3,596,711.00 "
1447,Alvey Chain,WALV,0.03,-0.30%,-4.80%,-5.00%,-7.90%,"$498,139.00 ","114,677,518",152 Million,"$3,593,313.00 "
1448,KAP Games,KAP,0.07,10.80%,-4.10%,41.10%,-26.50%,"$54,517.00 ","50,000,000",1 Billion,"$3,587,979.00 "
1449,BOSagora,BOA,0.01,1.40%,-2.50%,-2.10%,8.10%,"$235,800.00 ","367,838,655",756 Million,"$3,587,278.00 "
1450,Don't Buy Inu,DBI, $-   ,-2.30%,21.20%,-8.10%,51.60%,"$36,838.00 ","1,423,043,587",1.42 Billion,"$3,584,797.00 "
1451,PKT,PKT, $-   ,-2.20%,-6.40%,-1.60%,-11.30%,"$2,070.00 ","4,156,669,956",6 Billion,"$3,574,333.00 "
1452,Foom,FOOM, $-   ,0.70%,2.20%,0.10%,27.00%,"$96,046.00 ","175,000,000,000,000",175 Trillion,"$3,573,267.00 "
1453,Portugal National Team Fan Token,POR,1.09,-0.30%,0.00%,-7.00%,12.90%,"$312,357.00 ","3,287,339",20 Million,"$3,572,023.00 "
1454,ECO,ECO,0.02,-,-,-,-, - ,"231,130,526",9.17 Billion,"$3,521,973.00 "
1455,ProximaX,XPX, $-   ,-0.60%,-5.50%,-7.30%,-11.00%,"$26,926.00 ","6,481,627,987",9 Billion,"$3,564,255.00 "
1456,Cube Intelligence,AUTO, $-   ,,0.00%,0.00%,0.00%, $-   ,"6,774,940,000",7.2 Billion,"$3,108,563.00 "
1457,Husky Avax,HUSKY, $-   ,1.10%,-8.70%,111.70%,1353.50%,"$38,031.00 ","88,389,478,000,000",88.4 Trillion,"$3,539,131.00 "
1458,Chain Guardians,CGG,0.04,-0.10%,-17.30%,-16.70%,131.70%,"$102,946.00 ","85,999,877",120 Million,"$3,538,572.00 "
1459,Wrapped Accumulate,WACME,0.02,8.90%,2.30%,27.90%,101.60%,"$81,761.00 ","210,625,291",249 Million,"$3,531,976.00 "
1460,Umami,UMAMI,4.94,0.50%,-0.50%,-4.80%,-12.90%,"$28,264.00 ","714,017",1 Million,"$3,530,613.00 "
1461,LayerAI,LAI,0.01,-2.50%,3.10%,21.40%,65.40%,"$1,234,992.00 ","318,000,000",3 Billion,"$3,523,961.00 "
1462,XMON,XMON,"1,396.11",3.80%,2.20%,17.10%,35.90%,"$27,227.00 ","2,524",10 Thousand,"$3,522,026.00 "
1463,NMKR,$NMKR, $-   ,2.40%,7.00%,14.30%,65.50%,"$308,431.00 ","1,886,522,614",-,"$3,520,655.00 "
1464,Stobox,STBU,0.04,0.10%,36.00%,176.20%,169.50%,"$260,649.00 ","89,868,704",99.9 Million,"$3,516,412.00 "
1465,Witch Token,WITCH,0.13,-0.10%,-1.10%,-6.40%,4.60%,"$102,766.00 ","26,000,000",100 Million,"$3,498,720.00 "
1466,Metaverse Index,MVI,20.00,-3.00%,4.70%,10.40%,72.70%,"$8,830.00 ","168,385",168 Thousand,"$3,474,698.00 "
1467,GEEQ,GEEQ,0.08,0.30%,-4.60%,-7.70%,66.40%,"$160,159.00 ","45,022,222",100 Million,"$3,464,059.00 "
1468,Tulip Protocol,TULIP,2.20,-1.50%,0.50%,-15.90%,187.10%,"$38,440.00 ","1,561,536",10 Million,"$3,451,448.00 "
1469,Digits DAO,DIGITS, $-   ,2.00%,2.10%,-7.20%,-5.50%,"$20,979.00 ","790,737,270",1 Billion,"$3,450,982.00 "
1470,Cetus Protocol,CETUS,0.04,1.40%,6.10%,-37.50%,25.50%,"$4,427,343.00 ","80,000,000",1 Billion,"$3,448,834.00 "
1471,Pegaxy,PGX,0.02,0.60%,8.10%,60.00%,292.60%,"$56,606.00 ","183,272,027",1 Billion,"$3,440,214.00 "
1472,Grizzly Honey,GHNY,2.72,-1.30%,-6.20%,-6.40%,-5.10%,"$76,730.00 ","1,268,471",1.27 Million,"$3,437,184.00 "
1473,Non-Playable Coin,NPC, $-   ,-0.10%,-4.70%,-6.20%,484.20%,"$38,813.00 ","8,050,126,520",8.05 Billion,"$3,434,310.00 "
1474,Berry,BERRY, $-   ,-0.20%,-3.80%,1.30%,10.30%,"$266,943.00 ","9,790,255,552",10 Billion,"$3,425,706.00 "
1475,AI Network,AIN,0.01,-0.20%,5.70%,3.30%,3.90%,"$143,579.00 ","255,516,990",700 Million,"$3,413,634.00 "
1476,Pocketcoin,PKOIN,0.30,-4.30%,4.40%,7.40%,11.20%,"$6,047.00 ","11,423,274",12.3 Million,"$3,407,774.00 "
1477,USK,USK,1.00,0.20%,-0.30%,0.00%,-0.20%,"$1,065,933.00 ","3,403,802",3.41 Million,"$3,401,692.00 "
1478,LiquidLayer,LILA,0.52,-2.20%,89.10%,179.90%,,"$1,206,440.00 ","6,500,000",10 Million,"$3,398,407.00 "
1479,STEPN Green Satoshi Token on ETH,GST-ETH,0.06,-2.10%,-0.90%,20.80%,-10.40%,"$10,244.00 ","54,180,168",30 Million,"$3,391,054.00 "
1480,PolyPad,POLYPAD, $-   ,0.10%,-6.70%,-4.90%,62.80%,"$25,258.00 ","1,100,000,000",2 Billion,"$3,381,273.00 "
1481,SafeCoin,SAFE,0.11,-,-,-,-, - ,"31,214,532",31.2 Million,"$3,368,440.00 "
1482,Alongside Crypto Market Index,AMKT,113.58,0.20%,-1.60%,-0.20%,20.10%,"$109,409.00 ","29,726",29.7 Thousand,"$3,375,571.00 "
1483,CrowdSwap,CROWD,0.02,-0.20%,-13.20%,37.90%,50.90%,"$43,233.00 ","192,879,472",709 Million,"$3,365,847.00 "
1484,Ghost,GHOST,0.14,-0.20%,1.10%,-13.60%,122.30%,$330.00 ,"23,981,693",24 Million,"$3,363,255.00 "
1485,XAYA,WCHI,0.06,-0.10%,0.80%,-5.50%,-2.10%,"$12,083.00 ","57,605,493",77.3 Million,"$3,354,997.00 "
1486,mStable USD,MUSD,0.98,-,-,-,-, - ,"3,358,308",3.36 Million,"$3,289,748.00 "
1487,governance ZIL,GZIL,5.97,0.60%,-5.90%,-6.30%,55.40%,"$1,323.00 ","559,969",723 Thousand,"$3,345,113.00 "
1488,Goons of Balatroon,GOB,0.01,0.60%,3.00%,95.90%,488.90%,"$35,727.00 ","546,144,779",579 Million,"$3,338,314.00 "
1489,Mozaic,MOZ,0.05,-3.40%,7.00%,58.80%,1174.20%,"$313,054.00 ","63,241,112",984 Million,"$3,310,923.00 "
1490,Cirus,CIRUS,0.03,2.10%,18.10%,105.30%,56.90%,"$4,010,663.00 ","126,993,313",225 Million,"$3,307,867.00 "
1491,xFUND,XFUND,331.05,0.60%,-5.80%,-14.20%,-1.40%,"$24,208.00 ","9,971",9.97 Thousand,"$3,299,272.00 "
1492,ALEX $B20,$B20,0.16,0.00%,-2.50%,9.80%,6.70%,"$56,767.00 ","21,000,000",21 Million,"$3,293,646.00 "
1493,X,X, $-   ,0.60%,4.30%,-20.70%,24.30%,"$120,551.00 ","966,082,387,957",966 Billion,"$3,290,238.00 "
1494,MetaVPad,METAV,0.01,0.20%,-0.10%,11.50%,170.80%,"$72,473.00 ","220,000,000",1.91 Billion,"$3,285,115.00 "
1495,Dragonchain,DRGN,0.01,-0.30%,-11.80%,18.20%,16.70%,"$31,008.00 ","368,540,931",433 Million,"$3,278,254.00 "
1496,Fringe Finance,FRIN, $-   ,0.40%,3.80%,131.70%,419.00%,"$204,062.00 ","695,259,187",1 Billion,"$3,266,680.00 "
1497,JumpToken,JMPT,1.66,0.30%,-1.90%,-3.10%,-9.70%,"$14,568.00 ","1,959,990",42.8 Million,"$3,253,362.00 "
1498,Polkamarkets,POLK,0.03,-0.30%,3.20%,1.00%,40.70%,"$216,223.00 ","100,000,000",100 Million,"$3,243,867.00 "
1499,STIMA,STIMA,1.01,-0.40%,0.70%,-0.50%,0.00%,"$12,549.00 ","3,186,864",31.9 Million,"$3,231,835.00 "
1500,PolkaBridge,PBR,0.04,0.50%,-10.70%,28.60%,75.00%,"$1,023,375.00 ","72,183,410",75.2 Million,"$3,230,713.00 "
1501,Crescent Network,CRE,0.01,1.00%,-2.80%,-15.70%,-8.70%,$182.00 ,"344,854,020",441 Million,"$3,228,265.00 "
1502,Zizy,ZIZY,0.14,0.40%,0.30%,-2.80%,6.30%,"$65,328.00 ","23,592,585",150 Million,"$3,229,025.00 "
1503,Charli3,C3,0.15,-0.30%,0.00%,-6.70%,56.00%,"$4,313.00 ","21,419,712",100 Million,"$3,226,269.00 "
1504,Xi,XI,0.01,-0.10%,1.90%,24.30%,-7.50%,"$36,003.00 ","421,000,000",1 Billion,"$3,223,838.00 "
1505,Wombat Exchange,WOM,0.03,-2.10%,-5.50%,-10.20%,0.40%,"$89,961.00 ","118,861,292",1 Billion,"$3,202,390.00 "
1506,Landshare,LAND,0.83,1.70%,1.00%,31.60%,70.00%,"$39,721.00 ","3,850,743",3.85 Million,"$3,186,292.00 "
1507,Xena Finance,XEN,0.06,0.70%,-1.20%,-11.40%,,"$40,097.00 ","50,498,670",1 Billion,"$3,297,190.00 "
1508,ZMINE,ZMN,0.01,0.00%,-3.60%,-3.30%,5.00%,$825.00 ,"607,187,660",116 Million,"$3,178,709.00 "
1509,Mt Pelerin Shares,MPS,6.33,0.20%,-4.60%,-9.50%,-11.20%,"$8,662.00 ","500,000",10 Million,"$3,162,362.00 "
1510,Gym Network,GYMNET,0.03,1.00%,-5.60%,-19.00%,17.10%,"$292,138.00 ","124,800,794",551 Million,"$3,162,897.00 "
1511,Solarcoin,SLR,0.05,0.00%,-4.20%,-2.30%,-8.80%,"$1,015.00 ","64,813,807",98.1 Billion,"$3,156,490.00 "
1512,SALT,SALT,0.04,0.70%,20.10%,15.70%,30.40%,"$27,758.00 ","87,479,057",120 Million,"$3,155,872.00 "
1513,Kine Protocol,KINE,0.16,0.20%,-1.00%,-7.00%,-13.80%,"$255,432.00 ","20,211,925",100 Million,"$3,153,562.00 "
1514,V.SYSTEMS,VSYS, $-   ,0.10%,-1.50%,-2.50%,17.80%,"$838,751.00 ","2,986,287,365",1 Quadrillion,"$3,151,030.00 "
1515,Yieldification,YDF, $-   ,0.30%,-2.20%,-9.60%,4.60%,"$42,100.00 ","778,301,313",685 Million,"$3,146,590.00 "
